"Points:0","Points:1","Points:2","U:0","U:1","U:2"
0.22,-0.47991,-0.6,8.0335,-0.0023305,-0.0003582
0.22,-0.50993,-0.56997,8.033,-0.0018044,-0.00067046
0.22,-0.53995,-0.53995,8.0328,-0.0012594,-0.0012691
0.22,-0.56997,-0.50994,8.0329,-0.00066707,-0.0018187
0.22,-0.6,-0.47992,8.0335,-0.00035706,-0.0023457
0.22,-0.6,0.029976,8.0499,-0.00094053,0.00080556
0.22,-0.56993,0.05995,8.05,-0.0018427,0.0014724
0.22,-0.53986,0.089921,8.0507,-0.003578,0.0021569
0.22,-0.5098,0.11989,8.0519,-0.0051561,0.0028747
0.22,-0.47975,0.14985,8.0534,-0.006555,0.0036356
0.22,-0.4497,0.1798,8.055,-0.0077519,0.0044526
0.22,0.56998,0.6,8.0324,0.00060954,0.00032776
0.22,0.6,0.56998,8.0324,0.00030918,0.00064701
0.22,-0.44975,0.26978,8.0485,-0.0063806,0.005268
0.22,-0.41973,0.29976,8.049,-0.0069552,0.00582
0.22,-0.38972,0.32974,8.0494,-0.0072549,0.0063112
0.22,-0.35973,0.35972,8.0495,-0.0072836,0.0066812
0.22,-0.32974,0.38972,8.0493,-0.0070555,0.0068545
0.22,-0.29976,0.41973,8.049,-0.0066224,0.0067623
0.22,-0.26978,0.44975,8.0486,-0.006044,0.006379
0.22,-0.23981,0.47979,8.0481,-0.0053918,0.005684
0.22,-0.20984,0.50983,8.0476,-0.0047208,0.0046604
0.22,-0.17987,0.53988,8.0474,-0.004066,0.0033478
0.22,-0.14989,0.56993,8.0476,-0.0034439,0.0017736
0.22,-0.11991,0.6,8.0483,-0.0028493,0.00092875
0.22,-0.47977,0.20982,8.0499,-0.0059218,0.0044581
0.22,-0.47979,0.23981,8.048,-0.005549,0.0047051
0.22,-0.50993,-0.6,8.0328,-0.0017869,-0.00033696
0.22,-0.53995,-0.56998,8.0325,-0.0012222,-0.00063994
0.22,-0.56998,-0.53996,8.0325,-0.00063567,-0.0012316
0.22,-0.6,-0.50994,8.0328,-0.00033526,-0.0017995
0.22,-0.6,0.059952,8.0495,-0.00092202,0.001451
0.22,-0.56993,0.089928,8.0493,-0.0017957,0.0020758
0.22,-0.53986,0.1199,8.0497,-0.0034597,0.0027177
0.22,-0.50981,0.14987,8.0506,-0.0049526,0.0033832
0.22,-0.47976,0.17983,8.0517,-0.0062588,0.0040929
0.22,0.6,0.6,8.0323,0.00030622,0.0003248
0.22,-0.4798,0.26981,8.046,-0.0051536,0.0048211
0.22,-0.44977,0.29979,8.0463,-0.0058737,0.0052617
0.22,-0.41976,0.32977,8.0466,-0.0063485,0.0056654
0.22,-0.38975,0.35976,8.0468,-0.0065791,0.00598
0.22,-0.35976,0.38975,8.0467,-0.0065596,0.0061334
0.22,-0.32977,0.41976,8.0466,-0.006346,0.0060849
0.22,-0.29979,0.44977,8.0464,-0.005966,0.0057658
0.22,-0.26981,0.4798,8.0461,-0.0054851,0.0051767
0.22,-0.23983,0.50984,8.0459,-0.0049585,0.0042926
0.22,-0.20986,0.53988,8.046,-0.0044274,0.0031181
0.22,-0.17988,0.56994,8.0463,-0.0039023,0.0016721
0.22,-0.1499,0.6,8.0472,-0.0033963,0.00088431
0.22,-0.50984,0.23983,8.0458,-0.0041841,0.0043648
0.22,-0.50983,0.20984,8.0475,-0.0044643,0.0041393
0.22,-0.53995,-0.6,8.0324,-0.0012101,-0.000321
0.22,-0.56998,-0.56998,8.0322,-0.00061683,-0.0006214
0.22,-0.6,-0.53996,8.0323,-0.00031904,-0.0012188
0.22,-0.6,0.089931,8.0489,-0.00089835,0.0020486
0.22,-0.56993,0.11991,8.0484,-0.0017355,0.0026209
0.22,-0.53987,0.14988,8.0486,-0.0033206,0.0032008
0.22,-0.50982,0.17985,8.0491,-0.004724,0.0038083
0.22,-0.50985,0.26983,8.0441,-0.0038915,0.0044731
0.22,-0.47982,0.29981,8.0442,-0.004754,0.0048176
0.22,-0.4498,0.32979,8.0443,-0.0053756,0.0051255
0.22,-0.41978,0.35978,8.0444,-0.0057759,0.0053738
0.22,-0.38978,0.38978,8.0444,-0.0059541,0.0055022
0.22,-0.35979,0.41978,8.0444,-0.0059293,0.0054609
0.22,-0.3298,0.44979,8.0443,-0.0057397,0.0052019
0.22,-0.29981,0.47982,8.0442,-0.005428,0.004688
0.22,-0.26983,0.50985,8.0442,-0.0050574,0.0039194
0.22,-0.23985,0.53989,8.0445,-0.0046564,0.0028768
0.22,-0.20987,0.56994,8.045,-0.0042491,0.0015595
0.22,-0.17988,0.6,8.046,-0.0038465,0.0008317
0.22,-0.53988,0.20985,8.0458,-0.0029868,0.0039138
0.22,-0.53989,0.23985,8.0443,-0.0027997,0.004123
0.22,-0.56998,-0.6,8.0321,-0.00061078,-0.00031186
0.22,-0.6,-0.56998,8.0321,-0.0003095,-0.00061508
0.22,-0.6,0.11991,8.048,-0.00086755,0.0025879
0.22,-0.56993,0.14989,8.0474,-0.001665,0.0030897
0.22,-0.53987,0.17986,8.0472,-0.0031646,0.0036034
0.22,-0.5399,0.26984,8.0428,-0.0026064,0.0042254
0.22,-0.50986,0.29983,8.0425,-0.0035954,0.0044735
0.22,-0.47983,0.32982,8.0423,-0.0043571,0.0046932
0.22,-0.44982,0.35981,8.0423,-0.0049086,0.0048703
0.22,-0.41981,0.3898,8.0423,-0.0052505,0.0049577
0.22,-0.3898,0.4198,8.0423,-0.0054026,0.0049067
0.22,-0.35981,0.44981,8.0423,-0.0053888,0.0046836
0.22,-0.32982,0.47983,8.0424,-0.0052436,0.0042428
0.22,-0.29983,0.50986,8.0425,-0.0050158,0.0035529
0.22,-0.26984,0.5399,8.0429,-0.0047583,0.0026303
0.22,-0.23986,0.56994,8.0436,-0.0044788,0.0014445
0.22,-0.20987,0.6,8.0446,-0.0041875,0.0007766
0.22,-0.56994,0.20986,8.0448,-0.0014988,0.0037853
0.22,-0.56994,0.23986,8.0434,-0.0014056,0.0039863
0.22,-0.6,-0.6,8.032,-0.0003064,-0.00030874
0.22,-0.6,0.14989,8.047,-0.00083094,0.0030514
0.22,-0.56994,0.17987,8.0461,-0.0015877,0.0034802
0.22,-0.56995,0.26985,8.042,-0.001308,0.0040884
0.22,-0.53991,0.29984,8.0413,-0.0024085,0.0042261
0.22,-0.50987,0.32983,8.0408,-0.0032983,0.0043616
0.22,-0.47985,0.35983,8.0406,-0.0039834,0.0044587
0.22,-0.44983,0.38982,8.0405,-0.0044744,0.0044979
0.22,-0.41983,0.41982,8.0405,-0.004783,0.004432
0.22,-0.38983,0.44983,8.0406,-0.00493,0.004219
0.22,-0.35983,0.47985,8.0407,-0.0049409,0.0038289
0.22,-0.32984,0.50987,8.0409,-0.0048594,0.003221
0.22,-0.29985,0.5399,8.0414,-0.0047322,0.0023881
0.22,-0.26985,0.56995,8.0421,-0.0045856,0.0013235
0.22,-0.23986,0.6,8.0433,-0.0044174,0.0007221
0.22,-0.6,0.20987,8.0445,-0.00075095,0.0037432
0.22,-0.6,0.23986,8.0431,-0.00070318,0.0039421
0.22,-0.6,0.17988,8.0458,-0.00079417,0.0034382
0.22,-0.6,0.26986,8.0417,-0.00065328,0.0040476
0.22,-0.56995,0.29985,8.0406,-0.0012072,0.0040888
0.22,-0.53991,0.32985,8.0398,-0.0022127,0.0041264
0.22,-0.50988,0.35984,8.0393,-0.0030157,0.0041418
0.22,-0.47986,0.38984,8.039,-0.0036381,0.0041196
0.22,-0.44985,0.41984,8.0389,-0.0040872,0.0040278
0.22,-0.41984,0.44985,8.039,-0.004377,0.0038158
0.22,-0.38984,0.47986,8.0391,-0.004534,0.0034539
0.22,-0.35984,0.50988,8.0394,-0.0045967,0.0029188
0.22,-0.32985,0.53991,8.0399,-0.0045889,0.0021638
0.22,-0.29985,0.56995,8.0406,-0.004568,0.0011998
0.22,-0.26986,0.6,8.0419,-0.004529,0.00066361
0.22,-0.6,0.29986,8.0403,-0.00060378,0.0040491
0.22,-0.56996,0.32986,8.0392,-0.0011106,0.0039921
0.22,-0.53992,0.35985,8.0384,-0.0020252,0.0039239
0.22,-0.5099,0.38985,8.0379,-0.0027608,0.0038331
0.22,-0.47988,0.41986,8.0376,-0.0033295,0.0036929
0.22,-0.44987,0.44986,8.0376,-0.0037526,0.0034761
0.22,-0.41986,0.47988,8.0377,-0.004037,0.0031295
0.22,-0.38986,0.50989,8.038,-0.0042266,0.0026374
0.22,-0.35986,0.53992,8.0384,-0.0043455,0.0019617
0.22,-0.32986,0.56996,8.0392,-0.0044361,0.0010864
0.22,-0.29986,0.6,8.0404,-0.0045157,0.00059993
0.22,-0.6,0.32986,8.0389,-0.00055677,0.0039515
0.22,-0.56996,0.35986,8.0378,-0.0010176,0.0037993
0.22,-0.53993,0.38987,8.0371,-0.001856,0.003635
0.22,-0.50991,0.41987,8.0366,-0.0025322,0.0034407
0.22,-0.47989,0.44988,8.0364,-0.0030669,0.0031961
0.22,-0.44988,0.47989,8.0365,-0.0034703,0.0028579
0.22,-0.41987,0.5099,8.0367,-0.0037724,0.0023914
0.22,-0.38987,0.53993,8.0371,-0.0040058,0.0017789
0.22,-0.35986,0.56996,8.0379,-0.0042003,0.00098522
0.22,-0.32986,0.6,8.039,-0.0043879,0.00054208
0.22,-0.6,0.35987,8.0377,-0.00050828,0.0037594
0.22,-0.56996,0.38987,8.0366,-0.00093272,0.003518
0.22,-0.53994,0.41988,8.0359,-0.0017044,0.0032652
0.22,-0.50991,0.44989,8.0355,-0.0023359,0.0029792
0.22,-0.4799,0.4799,8.0354,-0.0028455,0.0026334
0.22,-0.44989,0.50991,8.0356,-0.0032491,0.0021871
0.22,-0.41988,0.53993,8.036,-0.0035837,0.0016167
0.22,-0.38987,0.56996,8.0366,-0.0038756,0.00089326
0.22,-0.35987,0.6,8.0377,-0.0041561,0.00049379
0.22,-0.6,0.38988,8.0364,-0.00046719,0.0034806
0.22,-0.56997,0.41988,8.0355,-0.00085571,0.0031624
0.22,-0.53994,0.44989,8.0349,-0.0015738,0.0028279
0.22,-0.50992,0.47991,8.0346,-0.0021714,0.0024565
0.22,-0.47991,0.50992,8.0346,-0.0026691,0.0020191
0.22,-0.4499,0.53994,8.0349,-0.0030899,0.0014782
0.22,-0.41989,0.56997,8.0355,-0.0034713,0.00081418
0.22,-0.38988,0.6,8.0365,-0.0038347,0.00044616
0.22,-0.6,0.41989,8.0354,-0.00042984,0.0031311
0.22,-0.56997,0.4499,8.0345,-0.0007898,0.0027391
0.22,-0.53995,0.47991,8.034,-0.0014651,0.0023332
0.22,-0.50993,0.50993,8.0339,-0.0020395,0.0018851
0.22,-0.47991,0.53995,8.034,-0.0025403,0.0013654
0.22,-0.4499,0.56997,8.0345,-0.0029954,0.00074561
0.22,-0.41989,0.6,8.0354,-0.0034345,0.00040634
0.22,-0.6,0.4499,8.0344,-0.00039478,0.0027106
0.22,-0.56997,0.47992,8.0337,-0.00073726,0.0022604
0.22,-0.53995,0.50993,8.0334,-0.0013769,0.0017909
0.22,-0.50993,0.53995,8.0334,-0.0019447,0.001277
0.22,-0.47992,0.56997,8.0337,-0.0024637,0.00068796
0.22,-0.4499,0.6,8.0344,-0.0029652,0.00037423
0.22,-0.6,0.47992,8.0336,-0.00036911,0.0022363
0.22,-0.56997,0.50993,8.033,-0.00069424,0.0017358
0.22,-0.53995,0.53995,8.0328,-0.0013137,0.0012135
0.22,-0.50994,0.56997,8.033,-0.0018878,0.0006438
0.22,-0.47992,0.6,8.0336,-0.0024395,0.00034605
0.22,-0.6,0.50994,8.0329,-0.00034848,0.0017171
0.22,-0.56998,0.53996,8.0325,-0.00066234,0.0011764
0.22,-0.53996,0.56998,8.0325,-0.0012762,0.00061216
0.22,-0.50994,0.6,8.0329,-0.001869,0.00032328
0.22,-0.6,0.53996,8.0324,-0.00033269,0.0011643
0.22,-0.56998,0.56998,8.0322,-0.00064361,0.00059356
0.22,-0.53996,0.6,8.0324,-0.0012637,0.00030696
0.22,-0.6,0.56998,8.0321,-0.00032362,0.00058769
0.22,-0.56998,0.6,8.0321,-0.00063778,0.00029823
0.22,-0.6,0.6,8.032,-0.00032077,0.00029541
0.22,0.17878,-0.1476,8.1422,0.017064,0.0036022
0.22,0.20811,-0.11927,8.1375,0.0079857,0.0082645
0.22,0.14957,-0.1489,8.1477,0.022243,0.00028704
0.22,0.14898,-0.1774,8.141,0.020176,-0.0096657
0.22,0.14928,-0.13381,8.1558,0.022626,0.010637
0.22,0.14898,-0.11954,8.1599,0.019226,0.024059
0.22,0.17886,-0.10389,8.1518,0.0028393,0.019816
0.22,0.17904,-0.089731,8.1545,-0.0052846,0.024709
0.22,0.20885,-0.11785,8.1375,0.0075872,0.0081667
0.22,0.11943,-0.16321,8.153,0.025862,-0.016454
0.22,0.11946,-0.14904,8.1577,0.031603,-0.0072392
0.22,0.23841,-0.089569,8.1316,0.0037649,0.0032642
0.22,0.11922,-0.20739,8.1376,0.010762,-0.021599
0.22,0.20974,-0.06043,8.1426,-0.006012,0.0046524
0.22,0.21002,-0.059728,8.1428,-0.0060461,0.004466
0.22,0.10377,-0.17894,8.1504,0.016272,-0.026884
0.22,0.11809,-0.17909,8.1456,0.018562,-0.019713
0.22,0.20993,-0.030611,8.1478,-0.0095907,-0.0042897
0.22,0.2102,-0.029909,8.1479,-0.0096758,-0.0045172
0.22,0.089548,-0.23769,8.1312,1.6989e-05,-0.021048
0.22,0.21009,-0.00069638,8.1507,-0.0045094,-0.014889
0.22,0.088826,-0.23815,8.1311,-0.00045893,-0.020828
0.22,0.059739,-0.23787,8.1372,-0.012251,-0.017767
0.22,0.23844,0.029183,8.1427,0.010814,-0.016239
0.22,0.21005,0.014984,8.1522,-0.0021998,-0.022113
0.22,0.20992,0.029235,8.1487,0.0074193,-0.021219
0.22,0.05902,-0.20976,8.1439,-0.01545,-0.019392
0.22,0.029894,-0.23801,8.1401,-0.018338,-0.0078143
0.22,0.23843,0.030614,8.1426,0.011499,-0.016242
0.22,0.2383,0.059032,8.139,0.02066,-0.010738
0.22,0.20981,0.044871,8.1492,0.017167,-0.020655
0.22,0.20974,0.05905,8.1444,0.020965,-0.013394
0.22,0.02918,-0.23845,8.1399,-0.018128,-0.0076651
0.22,0.23829,0.060466,8.1387,0.020938,-0.010169
0.22,0.23814,0.08884,8.1333,0.023254,0.00097272
0.22,0.20958,0.0746,8.1435,0.026268,-0.0042916
0.22,0.20943,0.08875,8.1404,0.026672,0.0050699
0.22,-0.00069225,-0.21009,8.149,-0.017524,0.009204
0.22,-0.029911,-0.2102,8.146,-0.0050152,0.013035
0.22,0.20962,0.090096,8.1401,0.026723,0.0057413
0.22,0.20949,0.11847,8.1392,0.024765,0.013775
0.22,0.23824,0.11861,8.1252,0.02216,0.009534
0.22,-0.030595,-0.23845,8.1403,-0.0052051,0.0050883
0.22,0.19366,0.089935,8.1504,0.033828,0.0076769
0.22,0.17902,0.089764,8.1545,0.03267,0.011282
0.22,0.17885,0.1039,8.1524,0.029202,0.02085
0.22,0.17902,0.11819,8.1458,0.020084,0.021295
0.22,0.17918,0.11907,8.1456,0.01977,0.021584
0.22,-0.088681,-0.20948,8.1387,0.010095,0.0015111
0.22,-0.089522,-0.23844,8.1307,0.0043759,0.00072443
0.22,0.17911,0.1197,8.1455,0.019528,0.021638
0.22,0.17943,0.14824,8.1438,0.011939,0.024611
0.22,-0.11848,-0.20889,8.136,0.010187,-0.0037646
0.22,0.17791,0.14815,8.1443,0.011605,0.025053
0.22,0.16312,0.11956,8.1552,0.017057,0.030601
0.22,0.14894,0.1196,8.1589,0.0080536,0.035987
0.22,0.14926,0.13384,8.1562,0.0024651,0.035926
0.22,0.14938,0.14805,8.1487,0.00054664,0.026098
0.22,0.14955,0.14891,8.1485,0.00036656,0.025919
0.22,-0.1183,-0.20799,8.1363,0.010623,-0.0037122
0.22,-0.11803,-0.17911,8.1456,0.014891,-0.0086424
0.22,-0.11918,-0.20816,8.1361,0.010334,-0.0040207
0.22,0.14948,0.14953,8.1483,0.00027623,0.025748
0.22,0.14962,0.17805,8.1446,-0.0038818,0.02125
0.22,0.14813,0.17795,8.1451,-0.0046619,0.021236
0.22,0.13378,0.14931,8.1582,-0.012287,0.026765
0.22,0.11952,0.14897,8.1612,-0.024415,0.023091
0.22,0.11947,0.16317,8.1577,-0.020837,0.020973
0.22,0.11954,0.17766,8.147,-0.013306,0.014889
0.22,0.1197,0.1785,8.1467,-0.013092,0.014701
0.22,-0.13375,-0.14932,8.1538,0.015353,-0.018074
0.22,-0.11936,-0.16324,8.1542,0.023159,-0.012548
0.22,-0.11944,-0.14906,8.1583,0.029193,-0.014043
0.22,-0.14799,-0.14942,8.1473,0.0034393,-0.020359
0.22,-0.14895,-0.17742,8.1407,0.0071507,-0.013991
0.22,0.11963,0.17911,8.1464,-0.012977,0.014557
0.22,0.11987,0.20806,8.1399,-0.0096767,0.010944
0.22,-0.14948,-0.14952,8.1469,0.0026389,-0.020523
0.22,-0.17801,-0.14965,8.1406,-0.0060231,-0.018351
0.22,0.11838,0.20797,8.1403,-0.010243,0.010577
0.22,0.10386,0.17885,8.1541,-0.022114,0.0054144
0.22,0.089685,0.17902,8.1556,-0.026014,-0.0017986
0.22,0.089893,0.19368,8.1517,-0.019496,0.0028699
0.22,0.08997,0.20812,8.1399,-0.010755,0.0038533
0.22,0.090143,0.20899,8.1395,-0.010323,0.0038733
0.22,-0.14938,-0.14802,8.1472,0.0024961,-0.020781
0.22,-0.14899,-0.11948,8.1551,-0.0024481,-0.028448
0.22,-0.14929,-0.13379,8.1527,0.0021762,-0.028663
0.22,-0.17764,-0.11954,8.1449,-0.016085,-0.017809
0.22,-0.16319,-0.11944,8.1517,-0.01116,-0.023714
0.22,-0.17878,-0.1476,8.1408,-0.0066613,-0.01847
0.22,0.090069,0.20961,8.1392,-0.010084,0.0038482
0.22,0.090194,0.23834,8.1328,-0.0050251,0.0049979
0.22,-0.20812,-0.11926,8.1377,-0.019531,-0.010602
0.22,0.088848,0.23816,8.133,-0.0051888,0.0045603
0.22,0.074591,0.20958,8.1439,-0.0086296,-0.0031803
0.22,0.060439,0.20973,8.1433,-0.0068014,-0.0049728
0.22,0.060455,0.23831,8.1387,-0.0036383,0.00024436
0.22,-0.2081,-0.089991,8.139,-0.021803,-0.0038189
0.22,-0.19369,-0.089901,8.1485,-0.028561,-0.0044611
0.22,-0.20898,-0.090166,8.1387,-0.021627,-0.0037312
0.22,0.059038,0.23832,8.139,-0.0033182,0.00013751
0.22,0.04486,0.20981,8.1509,-0.003075,-0.010631
0.22,0.030625,0.20991,8.1485,0.0015829,-0.0088359
0.22,0.030606,0.23843,8.1427,0.0025453,-0.0018806
0.22,-0.23768,-0.08957,8.1319,-0.01853,0.00028077
0.22,0.029185,0.23844,8.1428,0.0029967,-0.0019625
0.22,0.014976,0.21005,8.1536,0.0081724,-0.013227
0.22,0.00069717,0.21009,8.1501,0.012078,-0.0063946
0.22,0.00070956,0.23851,8.1431,0.010524,0.00048181
0.22,-0.23829,-0.060476,8.137,-0.015598,0.011428
0.22,-0.23785,-0.059764,8.1373,-0.015526,0.011803
0.22,-0.00071335,0.23851,8.1432,0.011059,0.00080819
0.22,-0.014977,0.21005,8.1539,0.020684,-0.0049402
0.22,-0.029222,0.20992,8.1498,0.018745,0.0064114
0.22,-0.029185,0.23844,8.142,0.014447,0.0092412
0.22,-0.23842,-0.030623,8.1408,-0.0063003,0.016641
0.22,-0.23799,-0.02991,8.1411,-0.0057327,0.016852
0.22,-0.04484,0.20982,8.1507,0.019444,0.01446
0.22,-0.05903,0.20975,8.1454,0.012341,0.018723
0.22,-0.059034,0.23832,8.1386,0.0084791,0.018068
0.22,-0.2385,-0.00071655,8.1419,0.0036686,0.01173
0.22,-0.23807,-1.5132e-06,8.1422,0.0042589,0.011576
0.22,-0.060426,0.20974,8.1452,0.011813,0.018965
0.22,-0.074572,0.20959,8.1445,0.0030521,0.023645
0.22,-0.088736,0.20944,8.1403,-0.0045113,0.022923
0.22,-0.088846,0.23815,8.1328,-0.002709,0.020925
0.22,-0.23844,0.029189,8.1404,0.0070469,0.0028484
0.22,-0.23799,0.029906,8.1406,0.0074328,0.0026396
0.22,-0.11862,0.23825,8.1252,-0.009716,0.019323
0.22,-0.11847,0.2095,8.1381,-0.012942,0.019859
0.22,-0.23831,0.059043,8.1364,0.0050227,-0.00412
0.22,-0.23786,0.059758,8.1364,0.005217,-0.0043774
0.22,-0.089849,0.19371,8.1498,-0.0079293,0.028578
0.22,-0.10376,0.17891,8.1518,-0.019904,0.024122
0.22,-0.11813,0.17906,8.1465,-0.019856,0.017413
0.22,-0.089566,0.17909,8.1559,-0.010258,0.028188
0.22,-0.11924,0.20741,8.1387,-0.013495,0.01968
0.22,-0.23814,0.088852,8.1318,-0.00081339,-0.0056341
0.22,-0.23842,0.089571,8.1318,-0.0011346,-0.0055991
0.22,-0.1196,0.17915,8.1462,-0.020168,0.016907
0.22,-0.14822,0.17945,8.1422,-0.021473,0.007429
0.22,-0.20885,0.11785,8.1381,-0.0059859,-0.011116
0.22,-0.11939,0.16322,8.1533,-0.027182,0.011007
0.22,-0.13376,0.14932,8.1552,-0.032108,-0.0019455
0.22,-0.148,0.14942,8.1493,-0.023937,-0.0016684
0.22,-0.11942,0.14904,8.1593,-0.032757,0.0023935
0.22,-0.20795,0.11838,8.1383,-0.0061309,-0.011558
0.22,-0.17903,0.11818,8.147,-0.011012,-0.015416
0.22,-0.14949,0.14952,8.1489,-0.023656,-0.0018808
0.22,-0.1782,0.17821,8.1327,-0.018668,0.0033661
0.22,-0.17802,0.14965,8.1427,-0.016924,-0.007003
0.22,-0.20804,0.1199,8.138,-0.0065807,-0.01106
0.22,-0.20813,0.14839,8.1305,-0.013049,-0.004463
0.22,-0.17944,0.14824,8.1426,-0.016496,-0.0074419
0.22,-0.1788,0.14831,8.1429,-0.016611,-0.0075299
0.22,-0.14929,0.1338,8.1563,-0.021127,-0.015375
0.22,-0.16316,0.11949,8.1566,-0.015541,-0.023816
0.22,-0.17761,0.11958,8.1472,-0.011727,-0.01526
0.22,-0.14901,0.11951,8.1613,-0.017458,-0.029662
